DDCTransactionIdA720C9034420BC8A44F841A76903152C_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.29-16.52.03, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.513822ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
SavePackageTransactionId6BFC95004ADF91E15679FC85FA7ED5DF_72, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Plugins/Runtime/LeapMotionController/Content/LM_CapsuleMesh.uasset, FlushAsyncLoading=0.009272ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.087734ms, TagPackageExports=0.048667ms, BeginCacheForCookedPlatformData=0.003643ms, SerializeImports=0.063896ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.004303ms, SerializeSummary=0.008609ms, SerializeNames=0.028141ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.014566ms, SortExportsNonSeekfree=0.009600ms, SortExportsSeekfreeConstructor=0.008609ms, SortExportsSeekfreeInner=0.819731ms, SortExportsSeekfree=0.004966ms, BuildDependencyMap=0.009932ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013903ms, SerializeExports=0.078466ms, SerializeBulkData=0.009600ms, AsyncWrite=0.087071ms, UnaccountedTime=0.085413ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
SavePackageTransactionId6BFC95004ADF91E15679FC85FA7ED5DF_73, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Plugins/Runtime/LeapMotionController/Content/LM_TorusMesh.uasset, FlushAsyncLoading=0.006951ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002977ms, ResetLoadersForSaveUnMarkAllObjects=0.089061ms, TagPackageExports=0.047013ms, BeginCacheForCookedPlatformData=0.003643ms, SerializeImports=0.061579ms, GatherLocalizableTextData=0.003308ms, MarkNames=0.004306ms, SerializeSummary=0.006620ms, SerializeNames=0.026155ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.013243ms, SortExportsNonSeekfree=0.006620ms, SortExportsSeekfreeConstructor=0.016887ms, SortExportsSeekfreeInner=1.239859ms, SortExportsSeekfree=0.004966ms, BuildDependencyMap=0.008278ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011917ms, SerializeExports=0.107598ms, SerializeBulkData=0.009932ms, AsyncWrite=0.088397ms, UnaccountedTime=0.333056ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
SavePackageTransactionId6BFC95004ADF91E15679FC85FA7ED5DF_74, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Plugins/Runtime/LeapMotionController/Content/LM_HandColor.uasset, FlushAsyncLoading=0.019535ms, FlushStreamingFunc=0.005625ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.118855ms, TagPackageExports=0.234399ms, BeginCacheForCookedPlatformData=0.006951ms, SerializeImports=0.273131ms, GatherLocalizableTextData=0.307236ms, MarkNames=0.008937ms, SerializeSummary=0.011921ms, SerializeNames=0.054955ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.013575ms, SortExportsNonSeekfree=0.007283ms, SortExportsSeekfreeConstructor=0.009604ms, SortExportsSeekfreeInner=0.821382ms, SortExportsSeekfree=0.006624ms, BuildDependencyMap=0.009600ms, SerializeImportMap=0.005960ms, SerializeExportMap=0.003971ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.018541ms, SerializeExports=0.599898ms, SerializeBulkData=0.031121ms, AsyncWrite=0.140376ms, UnaccountedTime=0.124149ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
SavePackageTransactionId6BFC95004ADF91E15679FC85FA7ED5DF_75, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Plugins/Runtime/LeapMotionController/Content/LM_PassthroughMaterial.uasset, FlushAsyncLoading=0.008278ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.174802ms, TagPackageExports=0.860453ms, BeginCacheForCookedPlatformData=0.016551ms, SerializeImports=3.313351ms, GatherLocalizableTextData=0.010263ms, MarkNames=0.016224ms, SerializeSummary=0.012249ms, SerializeNames=0.091705ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.161234ms, SortExportsNonSeekfree=0.656180ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=1.215361ms, SortExportsSeekfree=0.005625ms, BuildDependencyMap=0.031453ms, SerializeImportMap=0.005960ms, SerializeExportMap=0.010591ms, SerializeDependencyMap=0.004970ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019532ms, SerializeExports=0.380401ms, SerializeBulkData=0.009932ms, AsyncWrite=0.072837ms, UnaccountedTime=0.122827ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionIdA720C9034420BC8A44F841A76903152C_171, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F5B300EB4E4ACA2755332398BF639__9C27E141122AED618AF7EE9E2CD56DC3C49362A0, StartTime=2015.11.29-16.52.14, HierarchicalDDC, Duration=0.012912ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId0EAAFED740AB74FDD9E4FF9B58B8EB4F_5, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F5B300EB4E4ACA2755332398BF639__9C27E141122AED618AF7EE9E2CD56DC3C49362A0, StartTime=2015.11.29-16.52.14, HierarchicalDDC, DataSize=3270 bytes, Retrieved=true, Duration=25.199413ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
SavePackageTransactionId6BFC95004ADF91E15679FC85FA7ED5DF_76, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Plugins/Runtime/LeapMotionController/Content/LM_SampleDistortion.uasset, FlushAsyncLoading=0.011921ms, FlushStreamingFunc=0.005625ms, BlockTillAllRequestsFinished=0.003975ms, ResetLoadersForSaveUnMarkAllObjects=0.109252ms, TagPackageExports=0.046682ms, BeginCacheForCookedPlatformData=0.034761ms, SerializeImports=0.052974ms, GatherLocalizableTextData=0.002977ms, MarkNames=0.003975ms, SerializeSummary=0.009600ms, SerializeNames=0.015229ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.010595ms, SortExportsNonSeekfree=0.004306ms, SortExportsSeekfreeConstructor=0.009932ms, SortExportsSeekfreeInner=0.158250ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.005960ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010263ms, SerializeExports=0.048336ms, SerializeBulkData=0.008278ms, AsyncWrite=0.053965ms, UnaccountedTime=0.131104ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionIdA720C9034420BC8A44F841A76903152C_172, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2C8A101D47D0C7AC5EFF01B747F21__25486F35A7A1EE39D0BCA0F22FF9298F8F66CEB0, StartTime=2015.11.29-16.52.14, HierarchicalDDC, Duration=0.010263ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId0EAAFED740AB74FDD9E4FF9B58B8EB4F_6, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2C8A101D47D0C7AC5EFF01B747F21__25486F35A7A1EE39D0BCA0F22FF9298F8F66CEB0, StartTime=2015.11.29-16.52.14, HierarchicalDDC, DataSize=4155 bytes, Retrieved=true, Duration=0.123821ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId0EAAFED740AB74FDD9E4FF9B58B8EB4F_7, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2C8A101D47D0C7AC5EFF01B747F21__614A182FD2985EA1A7A5E75550916356986F8024, StartTime=2015.11.29-16.52.14, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=0.791919ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
SavePackageTransactionId6BFC95004ADF91E15679FC85FA7ED5DF_77, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Plugins/Runtime/LeapMotionController/Content/LM_TestTexture.uasset, FlushAsyncLoading=0.004634ms, FlushStreamingFunc=0.002645ms, BlockTillAllRequestsFinished=0.002652ms, ResetLoadersForSaveUnMarkAllObjects=0.074819ms, TagPackageExports=0.061247ms, BeginCacheForCookedPlatformData=0.034761ms, SerializeImports=0.050656ms, GatherLocalizableTextData=0.002977ms, MarkNames=0.003975ms, SerializeSummary=0.006951ms, SerializeNames=0.012580ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.008609ms, SortExportsNonSeekfree=0.003643ms, SortExportsSeekfreeConstructor=0.041384ms, SortExportsSeekfreeInner=0.156261ms, SortExportsSeekfree=0.002652ms, BuildDependencyMap=0.005957ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012249ms, SerializeExports=0.046350ms, SerializeBulkData=0.027478ms, AsyncWrite=0.073828ms, UnaccountedTime=0.748880ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_19, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2C8A101D47D0C7AC5EFF01B747F21__6C92F9FE0F9192D1333FF4F27A28DE596ED2F6F4, StartTime=2015.11.29-16.52.14, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.226121ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_20, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2C8A101D47D0C7AC5EFF01B747F21__3FA1C3E1B32C93524FBAF2472B061A9912FB6CCC, StartTime=2015.11.29-16.52.14, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.130773ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
SavePackageTransactionId6BFC95004ADF91E15679FC85FA7ED5DF_78, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/BasicShapes/Cube.uasset, FlushAsyncLoading=0.010595ms, FlushStreamingFunc=0.005625ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.127461ms, TagPackageExports=0.048008ms, BeginCacheForCookedPlatformData=0.004303ms, SerializeImports=0.068199ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.004966ms, SerializeSummary=0.009604ms, SerializeNames=0.031780ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.018209ms, SortExportsNonSeekfree=0.007946ms, SortExportsSeekfreeConstructor=0.014234ms, SortExportsSeekfreeInner=0.662472ms, SortExportsSeekfree=0.003643ms, BuildDependencyMap=0.008609ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012912ms, SerializeExports=0.055287ms, SerializeBulkData=0.008609ms, AsyncWrite=0.056945ms, UnaccountedTime=0.089057ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
SavePackageTransactionId6BFC95004ADF91E15679FC85FA7ED5DF_79, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/RemoveSurfaceMaterial.uasset, FlushAsyncLoading=0.005960ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002977ms, ResetLoadersForSaveUnMarkAllObjects=0.062574ms, TagPackageExports=0.076808ms, BeginCacheForCookedPlatformData=0.004306ms, SerializeImports=0.084423ms, GatherLocalizableTextData=0.002977ms, MarkNames=0.002980ms, SerializeSummary=0.006292ms, SerializeNames=0.027809ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.006955ms, SortExportsNonSeekfree=0.003308ms, SortExportsSeekfreeConstructor=0.007287ms, SortExportsSeekfreeInner=0.269160ms, SortExportsSeekfree=0.002977ms, BuildDependencyMap=0.004306ms, SerializeImportMap=0.002652ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009604ms, SerializeExports=0.100315ms, SerializeBulkData=0.007942ms, AsyncWrite=0.047673ms, UnaccountedTime=0.076145ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
SavePackageTransactionId6BFC95004ADF91E15679FC85FA7ED5DF_80, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDebugMaterials/DebugMeshMaterial.uasset, FlushAsyncLoading=0.004638ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.058599ms, TagPackageExports=0.131432ms, BeginCacheForCookedPlatformData=0.004638ms, SerializeImports=0.152290ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003643ms, SerializeSummary=0.006288ms, SerializeNames=0.054959ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.008605ms, SortExportsNonSeekfree=0.005629ms, SortExportsSeekfreeConstructor=0.006292ms, SortExportsSeekfreeInner=0.384372ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.004966ms, SerializeImportMap=0.002645ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009269ms, SerializeExports=0.198644ms, SerializeBulkData=0.008609ms, AsyncWrite=0.057939ms, UnaccountedTime=0.084423ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
SavePackageTransactionId6BFC95004ADF91E15679FC85FA7ED5DF_81, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/M_InvalidLightmapSettings.uasset, FlushAsyncLoading=0.008609ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.120509ms, TagPackageExports=0.241682ms, BeginCacheForCookedPlatformData=0.006288ms, SerializeImports=0.286046ms, GatherLocalizableTextData=0.003971ms, MarkNames=0.004966ms, SerializeSummary=0.010263ms, SerializeNames=0.062905ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.029795ms, SortExportsNonSeekfree=0.013575ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.664458ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.009932ms, SerializeImportMap=0.003640ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.002649ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014897ms, SerializeExports=0.385366ms, SerializeBulkData=0.009604ms, AsyncWrite=0.085417ms, UnaccountedTime=0.116535ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionIdA720C9034420BC8A44F841A76903152C_173, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5075C5404C9665C57F66B49F2C5D8__7BA33EC7187D56264DE83DF9D074BF06C46EB7D8, StartTime=2015.11.29-16.52.14, HierarchicalDDC, Duration=0.012912ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
SavePackageTransactionId6BFC95004ADF91E15679FC85FA7ED5DF_82, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/InvalidLightmapSettings.uasset, FlushAsyncLoading=0.005960ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.071846ms, TagPackageExports=0.090379ms, BeginCacheForCookedPlatformData=0.036750ms, SerializeImports=0.055619ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.003640ms, SerializeSummary=0.009935ms, SerializeNames=0.014566ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.009932ms, SortExportsNonSeekfree=0.004306ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=0.170831ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.006951ms, SerializeImportMap=0.003308ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013903ms, SerializeExports=0.048008ms, SerializeBulkData=0.031121ms, AsyncWrite=0.086412ms, UnaccountedTime=0.152953ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId0EAAFED740AB74FDD9E4FF9B58B8EB4F_8, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5075C5404C9665C57F66B49F2C5D8__7BA33EC7187D56264DE83DF9D074BF06C46EB7D8, StartTime=2015.11.29-16.52.14, HierarchicalDDC, DataSize=4155 bytes, Retrieved=true, Duration=0.118855ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_21, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5075C5404C9665C57F66B49F2C5D8__23B11D0C14DC5B9C0C0D81B28ED055E07DD24DBD, StartTime=2015.11.29-16.52.14, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=0.297632ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_22, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5075C5404C9665C57F66B49F2C5D8__87E57DDE6EEE045F0A3F4444DC7E5DDBEB9DA85E, StartTime=2015.11.29-16.52.14, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.108592ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_23, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5075C5404C9665C57F66B49F2C5D8__8A675B9A7E86ED55344E993623F4FE067048B76B, StartTime=2015.11.29-16.52.14, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.052642ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
SavePackageTransactionId6BFC95004ADF91E15679FC85FA7ED5DF_83, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/GizmoMaterial.uasset, FlushAsyncLoading=0.009269ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.090051ms, TagPackageExports=0.154279ms, BeginCacheForCookedPlatformData=0.005960ms, SerializeImports=0.211887ms, GatherLocalizableTextData=0.003971ms, MarkNames=0.006620ms, SerializeSummary=0.010595ms, SerializeNames=0.055287ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.079125ms, SortExportsNonSeekfree=0.062242ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.569440ms, SortExportsSeekfree=0.004303ms, BuildDependencyMap=0.011917ms, SerializeImportMap=0.003643ms, SerializeExportMap=0.004303ms, SerializeDependencyMap=0.002649ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014238ms, SerializeExports=0.194669ms, SerializeBulkData=0.009600ms, AsyncWrite=0.070516ms, UnaccountedTime=0.104621ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionIdA720C9034420BC8A44F841A76903152C_174, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_1C2B54F74EBDC3C23B1A0B85D55D159C_0__2E2A404ABA0B1D38FA0F8DFA476C0ECE606A40A4, StartTime=2015.11.29-16.52.14, HierarchicalDDC, Duration=0.010595ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionId339585784264C80EC2E595B8FAEDCD7F_24, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_1C2B54F74EBDC3C23B1A0B85D55D159C_0__2E2A404ABA0B1D38FA0F8DFA476C0ECE606A40A4, StartTime=2015.11.29-16.52.14, HierarchicalDDC, DataSize=4399 bytes, Retrieved=true, Duration=0.113226ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
SavePackageTransactionId6BFC95004ADF91E15679FC85FA7ED5DF_84, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/Good64x64TilingNoiseHighFreq.uasset, FlushAsyncLoading=0.006955ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.078794ms, TagPackageExports=0.046022ms, BeginCacheForCookedPlatformData=0.034098ms, SerializeImports=0.052311ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003971ms, SerializeSummary=0.009269ms, SerializeNames=0.020862ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.009600ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.008605ms, SortExportsSeekfreeInner=0.154942ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.006288ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011258ms, SerializeExports=0.046019ms, SerializeBulkData=0.008278ms, AsyncWrite=0.050321ms, UnaccountedTime=0.123821ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
DDCTransactionIdA720C9034420BC8A44F841A76903152C_175, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_52C2D2044F80407BBABA8CB2BA04F4F__FDB37FDECA0F67A24577A4436B3C2D9D715FD7D7, StartTime=2015.11.29-16.52.14, HierarchicalDDC, Duration=0.012912ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
SavePackageTransactionId6BFC95004ADF91E15679FC85FA7ED5DF_85, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultBokeh.uasset, FlushAsyncLoading=0.006624ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.105280ms, TagPackageExports=0.058927ms, BeginCacheForCookedPlatformData=0.035759ms, SerializeImports=0.054955ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004634ms, SerializeSummary=0.009272ms, SerializeNames=0.017546ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.009600ms, SortExportsNonSeekfree=0.004306ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=0.246316ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.006620ms, SerializeImportMap=0.093360ms, SerializeExportMap=0.003643ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012912ms, SerializeExports=0.399269ms, SerializeBulkData=0.016555ms, AsyncWrite=0.076145ms, UnaccountedTime=0.148654ms, RunGuid=RunIDE94475A94526F146B0B150BA374BCB8F
