DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.29-18.31.30, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.535011ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Tests/2dFlipBookGameMode.uasset, AllOfLoadPackage_Duration=11.318300ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000335ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.008941ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.056617ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.026815ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=190.796446ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
SavePackageTransactionId2496ED324E69F2B85BAC7DB3587ECB8A_294, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Tests/2dFlipBookGameMode.uasset, FlushAsyncLoading=0.018209ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.105944ms, TagPackageExports=0.592284ms, BeginCacheForCookedPlatformData=0.006624ms, SerializeImports=0.060916ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.008278ms, SerializeSummary=0.009600ms, SerializeNames=0.028472ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.053965ms, SortExportsNonSeekfree=0.014234ms, SortExportsSeekfreeConstructor=0.008609ms, SortExportsSeekfreeInner=6.057926ms, SortExportsSeekfree=0.013903ms, BuildDependencyMap=0.036418ms, SerializeImportMap=0.005297ms, SerializeExportMap=0.003971ms, SerializeDependencyMap=0.002980ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.022180ms, SerializeExports=0.036418ms, SerializeBulkData=0.010595ms, AsyncWrite=0.091705ms, UnaccountedTime=181.795303ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_410, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_3A83DD754C0386805A4FE8947E7950A6__1_0_13123_0, StartTime=2015.11.29-18.31.45, HierarchicalDDC, DataSize=458 bytes, Retrieved=true, Duration=0.203606ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_411, CachedDataProbablyExists, Parent=DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_410, StartTime=2015.11.29-18.31.45, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.073168ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_412, GetCachedData, Parent=DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_410, StartTime=2015.11.29-18.31.45, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.095345ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_413, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_4ADBA3FF4A1CAC0900065B9508841249__1_0_13123_0, StartTime=2015.11.29-18.31.45, HierarchicalDDC, DataSize=458 bytes, Retrieved=true, Duration=0.202283ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_414, CachedDataProbablyExists, Parent=DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_413, StartTime=2015.11.29-18.31.45, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.094689ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_415, GetCachedData, Parent=DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_413, StartTime=2015.11.29-18.31.45, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.079125ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_416, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_E9D35B384E9AEF1314BA65B075E73A51__1_0_13123_0, StartTime=2015.11.29-18.31.45, HierarchicalDDC, DataSize=149502 bytes, Retrieved=true, Duration=0.327099ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_417, CachedDataProbablyExists, Parent=DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_416, StartTime=2015.11.29-18.31.45, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.052974ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_418, GetCachedData, Parent=DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_416, StartTime=2015.11.29-18.31.45, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.143025ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_419, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_9C4CDBC84B460948026551A7DBE9ED79__1_0_13123_0, StartTime=2015.11.29-18.31.45, HierarchicalDDC, DataSize=72019 bytes, Retrieved=true, Duration=0.473429ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_420, CachedDataProbablyExists, Parent=DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_419, StartTime=2015.11.29-18.31.45, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.067867ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_421, GetCachedData, Parent=DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_419, StartTime=2015.11.29-18.31.45, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.322796ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_422, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_442238A542D14A6E9EF1909AA079E6D9__1_0_13123_0, StartTime=2015.11.29-18.31.45, HierarchicalDDC, DataSize=6750 bytes, Retrieved=true, Duration=0.186391ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_423, CachedDataProbablyExists, Parent=DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_422, StartTime=2015.11.29-18.31.45, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.061911ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_424, GetCachedData, Parent=DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_422, StartTime=2015.11.29-18.31.45, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.088397ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_425, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_EB045BEA46A8F29023EC00AEA655CC83__1_0_13123_0, StartTime=2015.11.29-18.31.45, HierarchicalDDC, DataSize=1707 bytes, Retrieved=true, Duration=0.437010ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_426, CachedDataProbablyExists, Parent=DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_425, StartTime=2015.11.29-18.31.45, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.050321ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_427, GetCachedData, Parent=DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_425, StartTime=2015.11.29-18.31.45, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.339348ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_428, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_C989537C4CD396786DFD4FAA3E70CCB6__1_0_13123_0, StartTime=2015.11.29-18.31.45, HierarchicalDDC, DataSize=3501 bytes, Retrieved=true, Duration=0.171162ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_429, CachedDataProbablyExists, Parent=DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_428, StartTime=2015.11.29-18.31.45, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.058267ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_430, GetCachedData, Parent=DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_428, StartTime=2015.11.29-18.31.45, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.082768ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_431, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_2507D7A1444B3856A7A26D8E8EC5F0DD__1_0_13123_0, StartTime=2015.11.29-18.31.45, HierarchicalDDC, DataSize=466 bytes, Retrieved=true, Duration=0.158254ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_432, CachedDataProbablyExists, Parent=DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_431, StartTime=2015.11.29-18.31.45, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.050325ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_433, GetCachedData, Parent=DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_431, StartTime=2015.11.29-18.31.45, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.080120ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_434, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_35AFC51B44FC51619113BB891B68B559__1_0_13123_0, StartTime=2015.11.29-18.31.45, HierarchicalDDC, DataSize=2576 bytes, Retrieved=true, Duration=0.270154ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_435, CachedDataProbablyExists, Parent=DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_434, StartTime=2015.11.29-18.31.45, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.112563ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_436, GetCachedData, Parent=DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_434, StartTime=2015.11.29-18.31.45, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.117198ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_437, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_E5BEA7814F73FE398AB595ADF2E45554__1_0_13123_0, StartTime=2015.11.29-18.31.45, HierarchicalDDC, DataSize=458 bytes, Retrieved=true, Duration=0.235058ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_438, CachedDataProbablyExists, Parent=DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_437, StartTime=2015.11.29-18.31.45, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.049990ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_439, GetCachedData, Parent=DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_437, StartTime=2015.11.29-18.31.45, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.151630ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/ThirdPersonBP/Maps/Bar.umap, AllOfLoadPackage_Duration=245.777614ms, AllOfLoadPackage_HitCount=21, ResolveRedirectors_Duration=0.003655ms, ResolveRedirectors_HitCount=21, CacheForCookedPlatformData_Duration=7.521257ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.062242ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.652537ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=112.795305ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_440, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_25D2EFB74394A51CB875A6B1F4E1F__53D9503621D53E4F7C8A29751DB20288A8DA1CAB, StartTime=2015.11.29-18.31.45, HierarchicalDDC, Duration=0.392646ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_441, CachedDataProbablyExists, Parent=DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_440, StartTime=2015.11.29-18.31.45, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.369474ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId1F6F95D848313C7596B7A49D6EC57570_254, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_25D2EFB74394A51CB875A6B1F4E1F__53D9503621D53E4F7C8A29751DB20288A8DA1CAB, StartTime=2015.11.29-18.31.45, HierarchicalDDC, DataSize=7196 bytes, Retrieved=true, Duration=0.228770ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_442, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_CFF22FFF4C7E719BB5577EBAB1AF0E62__DF1F759487BB80CFAE3F13B05B7265B398B57DB3, StartTime=2015.11.29-18.31.45, HierarchicalDDC, Duration=0.076145ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_443, CachedDataProbablyExists, Parent=DDCTransactionId7AB3AD5A45BA0121EDDFC0844B39D8AC_442, StartTime=2015.11.29-18.31.45, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.055291ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId1F6F95D848313C7596B7A49D6EC57570_255, CachedDataProbablyExists, Parent=DDCTransactionId1F6F95D848313C7596B7A49D6EC57570_254, StartTime=2015.11.29-18.31.45, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.066213ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId1F6F95D848313C7596B7A49D6EC57570_256, GetCachedData, Parent=DDCTransactionId1F6F95D848313C7596B7A49D6EC57570_254, StartTime=2015.11.29-18.31.45, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.121832ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionIdD859D9BF4D8D98BD450C1788C91EFB76_72, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_25D2EFB74394A51CB875A6B1F4E1F__0D86E6EA85439ED9C21E2C2BDFE97C6970BE1A7A, StartTime=2015.11.29-18.31.45, HierarchicalDDC, DataSize=1048841 bytes, Retrieved=true, Duration=1.374602ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionIdD859D9BF4D8D98BD450C1788C91EFB76_73, CachedDataProbablyExists, Parent=DDCTransactionIdD859D9BF4D8D98BD450C1788C91EFB76_72, StartTime=2015.11.29-18.31.45, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.067536ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionIdD859D9BF4D8D98BD450C1788C91EFB76_74, GetCachedData, Parent=DDCTransactionIdD859D9BF4D8D98BD450C1788C91EFB76_72, StartTime=2015.11.29-18.31.45, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.550900ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionIdD859D9BF4D8D98BD450C1788C91EFB76_75, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_25D2EFB74394A51CB875A6B1F4E1F__7148FCEAAD8B93B62D0A5E55C3FB91F874C32AF0, StartTime=2015.11.29-18.31.45, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=0.678696ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionIdD859D9BF4D8D98BD450C1788C91EFB76_76, CachedDataProbablyExists, Parent=DDCTransactionIdD859D9BF4D8D98BD450C1788C91EFB76_75, StartTime=2015.11.29-18.31.45, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.093363ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionIdD859D9BF4D8D98BD450C1788C91EFB76_77, GetCachedData, Parent=DDCTransactionIdD859D9BF4D8D98BD450C1788C91EFB76_75, StartTime=2015.11.29-18.31.45, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.381064ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionIdD859D9BF4D8D98BD450C1788C91EFB76_78, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_25D2EFB74394A51CB875A6B1F4E1F__BA4F7EE57EE284DE15007C85D9369DC859E1BD99, StartTime=2015.11.29-18.31.45, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.273135ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionIdD859D9BF4D8D98BD450C1788C91EFB76_79, CachedDataProbablyExists, Parent=DDCTransactionIdD859D9BF4D8D98BD450C1788C91EFB76_78, StartTime=2015.11.29-18.31.45, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.085086ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionIdD859D9BF4D8D98BD450C1788C91EFB76_80, GetCachedData, Parent=DDCTransactionIdD859D9BF4D8D98BD450C1788C91EFB76_78, StartTime=2015.11.29-18.31.45, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.118852ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionIdD859D9BF4D8D98BD450C1788C91EFB76_81, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_25D2EFB74394A51CB875A6B1F4E1F__3CBB62CD54EAB30A8DBE00A152CDEA68F8248D65, StartTime=2015.11.29-18.31.45, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.172488ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionIdD859D9BF4D8D98BD450C1788C91EFB76_82, CachedDataProbablyExists, Parent=DDCTransactionIdD859D9BF4D8D98BD450C1788C91EFB76_81, StartTime=2015.11.29-18.31.45, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.047341ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionIdD859D9BF4D8D98BD450C1788C91EFB76_83, GetCachedData, Parent=DDCTransactionIdD859D9BF4D8D98BD450C1788C91EFB76_81, StartTime=2015.11.29-18.31.45, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.091042ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId090FB8DA4424EA5A686744877DCC3D3E_224, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_CFF22FFF4C7E719BB5577EBAB1AF0E62__DF1F759487BB80CFAE3F13B05B7265B398B57DB3, StartTime=2015.11.29-18.31.45, HierarchicalDDC, DataSize=4437 bytes, Retrieved=true, Duration=0.239696ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId090FB8DA4424EA5A686744877DCC3D3E_225, CachedDataProbablyExists, Parent=DDCTransactionId090FB8DA4424EA5A686744877DCC3D3E_224, StartTime=2015.11.29-18.31.45, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.077471ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId090FB8DA4424EA5A686744877DCC3D3E_226, GetCachedData, Parent=DDCTransactionId090FB8DA4424EA5A686744877DCC3D3E_224, StartTime=2015.11.29-18.31.45, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.128787ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionIdD859D9BF4D8D98BD450C1788C91EFB76_84, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_CFF22FFF4C7E719BB5577EBAB1AF0E62__0855BB090AE1D9F9CD225BE784E702354E7BFF7D, StartTime=2015.11.29-18.31.45, HierarchicalDDC, DataSize=524550 bytes, Retrieved=true, Duration=0.738285ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionIdD859D9BF4D8D98BD450C1788C91EFB76_85, CachedDataProbablyExists, Parent=DDCTransactionIdD859D9BF4D8D98BD450C1788C91EFB76_84, StartTime=2015.11.29-18.31.45, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.054628ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionIdD859D9BF4D8D98BD450C1788C91EFB76_86, GetCachedData, Parent=DDCTransactionIdD859D9BF4D8D98BD450C1788C91EFB76_84, StartTime=2015.11.29-18.31.45, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.291675ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId1F6F95D848313C7596B7A49D6EC57570_257, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_CFF22FFF4C7E719BB5577EBAB1AF0E62__90A2B2A8794B247F6862B0B404E5FC6C0C198D7D, StartTime=2015.11.29-18.31.45, HierarchicalDDC, DataSize=131332 bytes, Retrieved=true, Duration=0.336036ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId1F6F95D848313C7596B7A49D6EC57570_258, CachedDataProbablyExists, Parent=DDCTransactionId1F6F95D848313C7596B7A49D6EC57570_257, StartTime=2015.11.29-18.31.45, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.059262ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId1F6F95D848313C7596B7A49D6EC57570_259, GetCachedData, Parent=DDCTransactionId1F6F95D848313C7596B7A49D6EC57570_257, StartTime=2015.11.29-18.31.45, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.159245ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId1F6F95D848313C7596B7A49D6EC57570_260, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_CFF22FFF4C7E719BB5577EBAB1AF0E62__46BC831546E49017ED87453428A2C5502B8A3439, StartTime=2015.11.29-18.31.45, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=0.202943ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId1F6F95D848313C7596B7A49D6EC57570_261, CachedDataProbablyExists, Parent=DDCTransactionId1F6F95D848313C7596B7A49D6EC57570_260, StartTime=2015.11.29-18.31.45, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.051316ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
DDCTransactionId1F6F95D848313C7596B7A49D6EC57570_262, GetCachedData, Parent=DDCTransactionId1F6F95D848313C7596B7A49D6EC57570_260, StartTime=2015.11.29-18.31.45, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.102967ms, RunGuid=RunIDF1C923734F787C8F4AD2118A46B282CF
